team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Slovakia National Team,Slovakia,2024,Slovakia,4,3,1,0,2,2,0,1,0,1,1,1,0,1.75,2,1,0,0,0,40,9,3,6,12,10,2,8,1,2,1,6,0,40,34,90,120,134,90,2,2,0,1,0,1,1,1,0,2,2,0,17,14,3,2,1,1,59,65,42,46,36,10,23,21,2,23,15,8,53,40,13,4,4,0,2,1,1,2,3,-1,2,2,0,0,0,0,2,1,1,1.5,2,0,3,3.33,2,2.25,2.67,1,0.75,0.67,1,1.5,1.67,1,1,1.33,0,0.5,0.33,1,4,4,2,2,0,0,3,3,2,2,0,0,1,1,0,0,0,0,0,0,2,2,4,4,0,0,1,1,3,3,0,0,1,1,1,1,100,100,50,50,0,0,100,100,67,67,0,0,100,100,0,0,0,0,0,0,50,50,100,100,0,0,33,33,100,100,0,0,100,100,100,100,4,1,1,3,1,1,1,0,0,100,25,25,100,33,33,100,0,0,50,67,0,15,50,67,0,25,0,100,25,33,0,50,67,0,2,2,0,50,67,0,2,1,1,50,33,100,0,0,0,0,0,0,50,67,0,0,0,0,50,33,100,4.25,4.67,3.00,0.5,0.33,1.00,75,50,50,50,50,50,25,0,1.49,1.66,0.98,0.97,0.75,1.64,50,2,0,0,1,1,3,0,0,2,1,1,0,0,0,0,0,0,1,25,0,100,25,33,0,0
France National Team,France,2024,France,4,4,0,0,2,2,0,1,1,0,1,1,0,1.75,1.75,0,0,0,0,34,6,4,2,10,10,0,6,0,4,0,2,0,60,60,0,90,90,0,2,2,0,1,1,0,2,2,0,1,1,0,21,21,0,3,3,0,54,54,0,48,48,0,17,17,0,31,31,0,42,42,0,3,3,0,2,2,0,1,1,0,2,2,0,1,1,0,1,1,0,1.75,1.75,0,2.5,2.5,0,1.5,1.5,0,1,1,0,1.25,1.25,0,0.75,0.75,0,0.5,0.5,0,3,3,2,1,1,0,3,3,2,1,1,0,0,0,0,0,0,0,1,1,2,3,3,4,1,1,2,3,3,4,0,0,0,0,0,0,75,75,50,25,25,0,75,75,50,25,25,0,0,0,0,0,0,0,25,25,50,75,75,100,25,25,50,75,75,100,0,0,0,0,0,0,3,1,1,3,1,1,0,0,0,75,25,25,75,25,25,0,0,0,50,50,0,0,50,50,0,25,25,0,50,50,0,25,25,0,2,2,0,50,50,0,2,2,0,50,50,0,1,1,0,25,25,0,50,50,0,25,25,0,25,25,0,5.25,5.25,0.00,0.75,0.75,0.00,100,50,25,25,25,25,0,0,1.24,1.49,0.00,0.61,0.86,0.00,50,0,1,1,0,1,0,1,1,1,2,0,0,0,1,0,0,0,1,25,25,0,25,25,0,0
Croatia National Team,Croatia,2024,Croatia,4,1,3,0,3,1,2,1,0,1,0,0,0,2.5,3,2.33,0,0,0,11,9,3,6,12,3,9,3,6,0,3,3,3,40,30,45,120,0,90,2,1,1,2,0,2,1,0,1,2,1,1,27,5,22,4,0,4,59,63,57,42,6,36,22,4,18,20,2,18,42,14,28,4,2,2,1,0,1,3,2,1,2,1,1,2,0,2,0,0,0,2,3,1.67,3,3,3,2.25,3,2,0.75,0,1,1.25,2,1,1,2,0.67,0.25,0,0.33,3,3,3,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,1,3,3,3,0,0,0,1,1,1,1,1,1,2,2,2,75,75,75,25,25,25,100,100,100,0,0,0,67,67,67,33,33,33,25,25,25,75,75,75,0,0,0,100,100,100,33,33,33,67,67,67,3,2,0,1,1,0,2,1,0,75,50,0,100,100,0,67,33,0,75,100,67,67,50,100,33,50,0,67,25,0,33,50,100,33,3,1,2,75,100,67,1,0,1,25,0,33,1,0,1,25,0,33,50,100,33,50,0,67,0,0,0,6.75,5.00,7.33,1,0,1.33,75,75,50,50,50,25,25,25,1.40,0.87,1.57,0.99,0.80,1.05,50,2,0,1,0,1,2,0,2,1,1,0,0,0,1,0,0,0,1,25,0,33,0,0,0,25
Malta National Team,Malta,2024,Malta,5,4,1,0,1,1,0,2,2,0,2,1,1,1,1.25,0,0,0,0,71,5,11,-6,16,8,8,4,1,4,7,0,-6,90,90,90,41,90,13,2,2,0,2,1,1,2,2,0,1,1,0,21,19,2,13,9,4,46,46,48,40,34,6,22,21,1,18,13,5,73,59,14,0,0,0,5,3,2,-5,-3,-2,0,0,0,2,2,0,3,2,1,0.4,0.5,0,3.2,2,8,1,1,1,2.2,1,7,1,0.75,2,0,0,0,1,0.75,2,4,4,2,2,1,1,3,3,1,1,0,0,1,1,1,1,1,1,1,1,3,3,4,4,1,1,3,3,4,4,0,0,0,0,0,0,80,80,40,40,20,20,75,75,25,25,0,0,100,100,100,100,100,100,20,20,60,60,80,80,25,25,75,75,100,100,0,0,0,0,0,0,3,2,0,2,1,0,1,1,0,60,40,0,50,25,0,100,100,0,20,25,0,28,40,50,0,40,25,100,40,50,0,20,25,0,2,2,0,40,50,0,5,4,1,100,100,100,0,0,0,0,0,0,0,0,0,40,50,0,60,50,100,4.20,4.75,2.00,2.6,2.25,4.00,100,80,60,20,20,20,0,0,1.10,1.20,0.72,1.38,1.13,2.39,140,0,0,0,0,0,5,0,0,0,2,1,1,0,2,1,0,1,3,40,50,0,40,25,100,0
Denmark National Team,Denmark,2024,Denmark,4,4,0,0,3,3,0,1,1,0,0,0,0,2.5,2.5,0,0,0,0,13,7,2,5,9,9,0,7,0,2,0,5,0,51,51,0,180,180,0,2,2,0,2,2,0,1,1,0,3,3,0,26,26,0,3,3,0,51,51,0,41,41,0,25,25,0,16,16,0,33,33,0,4,4,0,1,1,0,3,3,0,2,2,0,2,2,0,0,0,0,2,2,0,2.25,2.25,0,1.75,1.75,0,0.5,0.5,0,1.25,1.25,0,1,1,0,0.25,0.25,0,3,3,2,1,0,0,3,3,2,1,0,0,0,0,0,0,0,0,1,1,2,3,4,4,1,1,2,3,4,4,0,0,0,0,0,0,75,75,50,25,0,0,75,75,50,25,0,0,0,0,0,0,0,0,25,25,50,75,100,100,25,25,50,75,100,100,0,0,0,0,0,0,3,2,0,3,2,0,0,0,0,75,50,0,75,50,0,0,0,0,75,75,0,0,50,50,0,50,50,0,25,25,0,75,75,0,3,3,0,75,75,0,1,1,0,25,25,0,1,1,0,25,25,0,50,50,0,50,50,0,0,0,0,6.50,6.50,0.00,0.75,0.75,0.00,75,75,75,75,50,25,25,25,1.25,1.50,0.00,0.60,0.85,0.00,75,2,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,25,25,0,0,0,0,25
Turkey National Team,Turkey,2024,Turkey,4,0,4,0,0,0,0,1,0,1,3,0,3,0.25,0,0.25,0,0,0,139,2,9,-7,11,0,11,0,2,0,9,0,-7,180,0,180,40,0,40,1,0,1,2,0,2,2,0,2,0,0,0,22,0,22,6,0,6,51,0,51,46,0,46,19,0,19,27,0,27,43,0,43,1,0,1,3,0,3,-2,0,-2,0,0,0,2,0,2,2,0,2,0.5,0,0.5,2.75,0,2.75,0.5,0,0.5,2.25,0,2.25,1,0,1,0.25,0,0.25,0.75,0,0.75,3,2,2,1,1,1,0,0,0,0,0,0,3,2,2,1,1,1,1,2,2,3,3,3,0,0,0,0,0,0,1,2,2,3,3,3,75,50,50,25,25,25,0,0,0,0,0,0,75,50,50,25,25,25,25,50,50,75,75,75,0,0,0,0,0,0,25,50,50,75,75,75,2,1,1,0,0,0,2,1,1,50,25,25,0,0,0,50,25,25,0,0,0,0,25,0,25,50,0,50,50,0,50,0,0,0,2,0,2,50,0,50,3,0,3,75,0,75,1,0,1,25,0,25,0,0,0,50,0,50,50,0,50,5.50,0.00,5.50,1.5,0,1.50,75,75,75,25,25,25,0,0,1.10,0.00,1.35,0.99,0.00,1.24,50,0,0,1,0,0,0,0,1,0,1,1,0,0,3,1,0,1,2,25,0,25,75,0,75,0
Bosnia-Herzegovina National Team,Bosnia-Herzegovina,2024,Bosnia and Herzegovina,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,179,0,4,-4,4,0,4,0,0,0,4,0,-4,0,0,0,45,0,45,0,0,0,0,0,0,2,0,2,0,0,0,5,0,5,3,0,3,33,0,33,5,0,5,3,0,3,2,0,2,26,0,26,0,0,0,1,0,1,-1,0,-1,0,0,0,1,0,1,1,0,1,0.5,0,0.5,2,0,2,0,0,0,2,0,2,0.5,0,0.5,0,0,0,0.5,0,0.5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,1,1,2,2,2,100,50,50,0,0,0,0,0,0,0,0,0,100,50,50,0,0,0,0,50,50,100,100,100,0,0,0,0,0,0,0,50,50,100,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,100,0,100,0,0,0,1,0,1,50,0,50,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,2.50,0.00,2.50,1.5,0,1.50,100,100,100,100,100,100,100,0,0.00,0.00,0.39,1.23,0.00,1.73,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,100,0,100,0
Scotland National Team,Scotland,2024,Scotland,4,2,2,0,1,0,1,1,1,0,2,1,1,1,0.5,1.5,0,0,0,96,4,7,-3,11,5,6,2,2,3,4,-1,-2,90,90,90,51,60,45,1,0,1,1,1,0,2,1,1,2,1,1,28,14,14,4,2,2,67,74,61,51,19,32,16,8,8,35,11,24,38,18,20,0,0,0,2,1,1,-2,-1,-1,0,0,0,2,1,1,2,1,1,0.5,0.5,0.5,2.75,2.5,3,1,1,1,1.75,1.5,2,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,4,3,2,2,0,0,2,1,1,1,0,0,2,2,1,1,0,0,0,1,2,2,4,4,0,1,1,1,2,2,0,0,1,1,2,2,100,75,50,50,0,0,100,50,50,50,0,0,100,100,50,50,0,0,0,25,50,50,100,100,0,50,50,50,100,100,0,0,50,50,100,100,2,0,0,1,0,0,1,0,0,50,0,0,50,0,0,50,0,0,25,0,50,7,25,0,50,25,50,0,50,50,50,50,50,50,2,1,1,50,50,50,4,2,2,100,100,100,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,7.00,7.00,7.00,1,1,1.00,75,75,50,25,25,25,0,0,1.68,1.51,1.85,0.66,0.59,0.74,50,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,2,3,25,50,0,50,50,50,0
Faroe Islands National Team,Faroe Islands,2024,Faroe Islands,2,0,2,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,0,0,0,102,4,2,2,6,0,6,0,4,0,2,0,2,45,0,45,90,0,90,1,0,1,0,0,0,1,0,1,1,0,1,8,0,8,0,0,0,43,0,43,22,0,22,13,0,13,9,0,9,7,0,7,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1.5,0,1.5,3,0,3,2,0,2,1,0,1,1.5,0,1.5,1,0,1,0.5,0,0.5,2,2,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2,100,100,50,50,0,0,0,0,0,0,0,0,100,100,50,50,0,0,0,0,50,50,100,100,0,0,0,0,0,0,0,0,50,50,100,100,2,1,0,0,0,0,2,1,0,100,50,0,0,0,0,100,50,0,50,0,50,0,50,0,50,0,0,0,50,0,50,50,0,50,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,0,0,0,50,0,50,0,0,0,50,0,50,4.00,0.00,4.00,0,0,0.00,100,50,50,50,50,0,0,0,1.05,0.00,1.55,0.60,0.00,1.10,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,50,0,50,0
Kazakhstan National Team,Kazakhstan,2024,Kazakhstan,4,1,3,0,1,1,0,0,0,0,3,0,3,0.75,3,0,0,0,0,100,6,7,-1,13,2,11,2,4,0,7,2,-3,60,45,68,51,0,39,1,1,0,3,0,3,0,0,0,3,1,2,13,0,13,6,0,6,45,0,45,24,0,24,9,0,9,15,0,15,32,0,32,4,1,3,4,0,4,0,1,-1,2,1,1,0,0,0,2,0,2,1.5,3,1,3.25,2,3.67,1.5,2,1.33,1.75,0,2.33,2,1,2.33,1,1,1,1,0,1.33,4,4,3,1,1,0,1,1,0,0,0,0,3,3,3,1,1,0,0,0,1,3,3,4,0,0,1,1,1,1,0,0,0,2,2,3,100,100,75,25,25,0,100,100,0,0,0,0,100,100,100,33,33,0,0,0,25,75,75,100,0,0,100,100,100,100,0,0,0,67,67,100,4,2,2,1,0,0,3,2,2,100,50,50,100,0,0,100,67,67,25,100,0,67,25,100,0,75,0,100,0,0,0,75,100,67,1,1,0,25,100,0,1,0,1,25,0,33,2,0,2,50,0,67,50,100,33,0,0,0,50,0,67,4.33,0.00,4.33,2,0,2.00,100,100,100,67,67,67,0,0,0.76,0.00,1.09,1.38,0.00,1.71,75,3,0,1,0,1,0,0,0,1,1,0,1,0,2,2,0,1,0,0,0,0,75,0,100,0
Japan National Team,Japan,2024,Japan,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,54,11,1,10,12,12,0,11,0,1,0,10,0,16,16,0,180,180,0,1,1,0,1,1,0,0,0,0,2,2,0,13,13,0,0,0,0,50,50,0,10,10,0,5,5,0,5,5,0,0,0,0,4,4,0,0,0,0,4,4,0,1,1,0,1,1,0,0,0,0,2,2,0,6,6,0,5.5,5.5,0,0.5,0.5,0,2,2,0,2,2,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,100,100,100,100,100,50,100,100,100,100,100,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,50,50,50,50,50,50,0,0,0,100,100,0,0,50,50,0,50,50,0,0,0,0,100,100,0,2,2,0,100,100,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,13.00,13.00,0.00,0,0,0.00,100,100,100,100,100,100,100,100,0.99,1.99,0.00,0.00,0.55,0.00,300,0,2,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
Jordan National Team,Jordan,2024,Jordan,4,2,2,0,2,1,1,1,1,0,1,0,1,1.75,2,1.5,0,0,0,37,5,8,-3,13,3,10,2,3,1,7,1,-4,72,90,60,45,180,26,1,1,0,3,1,2,1,1,0,0,0,0,14,0,14,2,0,2,47,0,47,14,0,14,7,0,7,7,0,7,6,0,6,0,0,0,5,0,5,-5,0,-5,0,0,0,1,1,0,2,0,2,0.33,1,0,3.25,1.5,5,1.25,1,1.5,2,0.5,3.5,1.67,0,2.5,0,0,0,1.67,0,2.5,3,3,3,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,0,0,0,1,1,1,75,75,75,25,25,25,50,50,50,0,0,0,100,100,100,50,50,50,25,25,25,75,75,75,50,50,50,100,100,100,0,0,0,50,50,50,2,1,1,0,0,0,2,1,1,67,33,33,0,0,0,100,50,50,50,50,50,28,25,50,0,75,50,100,25,50,0,0,0,0,1,1,0,33,100,0,3,1,2,100,100,100,0,0,0,0,0,0,0,0,0,33,100,0,67,0,100,14.00,0.00,14.00,2,0,2.00,100,100,100,100,100,100,100,100,0.00,0.00,0.00,0.00,0.00,0.00,150,0,0,0,0,0,2,0,0,1,0,3,1,0,1,0,0,1,1,25,50,0,25,0,50,100
China National Team,China,2024,China,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,178,1,2,-1,3,3,0,1,0,2,0,-1,0,90,90,0,45,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
Saudi Arabia National Team,Saudi Arabia,2024,Saudi Arabia,4,4,0,0,3,3,0,1,1,0,0,0,0,2.5,2.5,0,0,0,0,14,5,1,4,6,6,0,5,0,1,0,4,0,72,72,0,360,360,0,3,3,0,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,50,50,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,2,2,0,1.5,1.5,0,1.25,1.25,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0,0,0,0,3,1,1,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,3,3,3,4,4,1,3,3,3,4,4,0,0,0,0,0,0,75,25,25,25,0,0,75,25,25,25,0,0,0,0,0,0,0,0,25,75,75,75,100,100,25,75,75,75,100,100,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,50,0,0,50,0,0,0,0,0,75,75,0,0,75,75,0,25,25,0,25,25,0,75,75,0,4,4,0,100,100,0,2,2,0,50,50,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,25,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,25,25,0,0,0,0,0
Qatar National Team,Qatar,2024,Qatar,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,176,1,2,-1,3,3,0,1,0,2,0,-1,0,90,90,0,45,45,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,2,2,0,53,53,0,4,4,0,2,2,0,2,2,0,12,12,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,3,3,0,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,2.00,2.00,0.00,2,2,0.00,100,100,100,100,100,100,100,100,0.00,0.00,0.00,0.00,0.00,0.00,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,100,100,0,100
Syria National Team,Syria,2024,Syria,4,2,2,0,1,0,1,2,2,0,1,0,1,1.25,1,1.5,0,0,0,68,6,7,-1,13,6,7,3,3,3,4,0,-1,60,60,60,51,60,45,1,0,1,2,2,0,1,0,1,1,0,1,2,0,2,2,0,2,41,0,41,19,0,19,9,0,9,10,0,10,5,0,5,1,0,1,2,1,1,-1,-1,0,1,0,1,1,1,0,2,1,1,1,0.5,1.5,3.25,3,3.5,1.5,1.5,1.5,1.75,1.5,2,0.75,0.5,1,0.25,0,0.5,0.5,0.5,0.5,4,4,3,2,0,0,2,2,1,1,0,0,2,2,2,1,0,0,0,0,1,2,4,4,0,0,1,1,2,2,0,0,0,1,2,2,100,100,75,50,0,0,100,100,50,50,0,0,100,100,100,50,0,0,0,0,25,50,100,100,0,0,50,50,100,100,0,0,0,50,100,100,3,0,0,1,0,0,2,0,0,75,0,0,50,0,0,100,0,0,25,0,50,7,25,0,50,50,100,0,25,0,50,25,0,50,2,1,1,50,50,50,3,2,1,75,100,50,0,0,0,0,0,0,25,0,50,25,50,0,50,50,50,1.00,0.00,1.00,1,0,1.00,100,100,100,50,0,0,0,0,0.72,0.00,1.22,1.97,0.00,2.47,75,1,0,0,0,0,0,1,3,1,0,0,0,2,1,1,1,1,1,50,100,0,25,0,50,0
Tajikistan National Team,Tajikistan,2024,Tajikistan,5,2,3,0,3,2,1,1,0,1,1,0,1,2,3,1.33,0,0,0,15,9,3,6,12,8,4,7,2,1,2,6,0,50,26,134,150,180,134,2,1,1,2,1,1,2,0,2,3,2,1,17,12,5,5,5,0,58,66,50,29,21,8,14,12,2,15,9,6,0,0,0,6,5,1,3,1,2,3,4,-1,2,2,0,2,0,2,1,0,1,1.6,3,0.67,2.4,4,1.33,1.8,3.5,0.67,0.6,0.5,0.67,1.8,3,1,1.2,2.5,0.33,0.6,0.5,0.67,4,3,3,2,0,0,2,2,2,2,0,0,2,1,1,0,0,0,1,2,2,3,5,5,0,0,0,0,2,2,1,2,2,3,3,3,80,60,60,40,0,0,100,100,100,100,0,0,67,33,33,0,0,0,20,40,40,60,100,100,0,0,0,0,100,100,33,67,67,100,100,100,4,3,2,2,2,2,2,1,0,80,60,40,100,100,100,67,33,0,60,100,33,56,40,50,33,40,50,33,40,0,67,60,100,33,2,1,1,40,50,33,2,0,2,40,0,67,2,1,1,40,50,33,40,100,0,40,0,67,20,0,33,4.25,6.00,2.50,2.5,2.5,0.00,75,75,75,75,75,25,0,0,1.00,1.45,0.55,0.77,0.68,0.87,80,0,2,3,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,20,0,33,20,0,33,0
