team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Germany National Team,Germany,2024/2025,Germany,10,6,4,0,5,3,2,3,1,2,2,2,0,1.8,1.67,2,1,0,0,6,24,12,12,36,24,12,17,7,7,5,10,2,38,32,51,75,77,72,3,3,0,6,2,4,1,1,0,7,5,2,54,29,25,22,13,9,61,58,66,135,96,39,62,46,16,73,50,23,119,65,54,11,7,4,3,1,2,8,6,2,5,3,2,3,2,1,2,1,1,1.8,1.83,1.75,3.6,4,3,2.4,2.83,1.75,1.2,1.17,1.25,1.4,1.33,1.5,1.1,1.17,1,0.3,0.17,0.5,10,9,7,4,3,2,6,5,4,3,3,2,4,4,3,1,0,0,0,1,3,6,7,8,0,1,2,3,3,4,0,0,1,3,4,4,100,90,70,40,30,20,100,83,67,50,50,33,100,100,75,25,0,0,0,10,30,60,70,80,0,17,33,50,50,67,0,0,25,75,100,100,7,4,3,4,2,2,3,2,1,70,40,30,67,33,33,75,50,25,50,50,50,11,30,50,0,60,33,100,10,17,0,70,83,50,7,5,2,70,83,50,5,3,2,50,50,50,1,0,1,10,0,25,50,50,50,30,33,25,20,17,25,5.40,4.83,6.25,2.2,2.17,2.25,70,50,50,50,40,40,30,30,1.68,1.93,1.32,1.09,1.07,1.11,120,1,0,4,4,5,2,3,4,1,2,0,0,0,3,0,4,0,3,30,17,50,20,33,0,20
England National Team,England,2024/2025,England,6,3,3,0,5,2,3,0,0,0,1,1,0,2.5,2,3,1,0,0,11,16,3,13,19,10,9,8,8,2,1,6,7,34,34,34,180,134,273,4,2,2,2,1,1,0,0,0,5,2,3,41,29,12,11,6,5,70,72,67,68,37,31,37,17,20,31,20,11,50,24,26,4,0,4,0,0,0,4,0,4,3,0,3,3,3,0,0,0,0,2,1,3,3.17,3.33,3,2.67,2.67,2.67,0.5,0.67,0.33,0.67,0,1.33,0.67,0,1.33,0,0,0,6,6,4,2,1,0,3,3,2,1,1,0,3,3,2,1,0,0,0,0,2,4,5,6,0,0,1,2,2,3,0,0,1,2,3,3,100,100,67,33,17,0,100,100,67,33,33,0,100,100,67,33,0,0,0,0,33,67,83,100,0,0,33,67,67,100,0,0,33,67,100,100,3,1,0,0,0,0,3,1,0,50,17,0,0,0,0,100,33,0,83,67,100,-17,67,67,67,33,33,33,0,0,0,83,67,100,6,3,3,100,100,100,3,3,0,50,100,0,0,0,0,0,0,0,50,0,100,50,100,0,0,0,0,6.83,9.67,4.00,1.83,2,1.67,83,67,67,50,33,33,17,17,1.70,1.89,1.51,0.64,0.38,0.90,117,1,2,1,0,0,4,0,5,3,0,0,0,0,1,0,0,0,2,0,0,0,17,33,0,0
Republic of Ireland National Team,Republic of Ireland,2024/2025,Republic of Ireland,8,4,4,0,4,2,2,0,0,0,4,2,2,1.5,1.5,1.5,3,0,0,17,7,14,-7,21,8,13,3,4,5,9,-2,-5,102,120,90,51,72,40,1,1,0,3,1,2,4,2,2,1,1,0,25,15,10,19,11,8,41,42,40,67,35,32,26,10,16,41,25,16,91,50,41,3,1,2,5,3,2,-2,-2,0,2,1,1,3,1,2,3,2,1,1.13,1,1.25,2.63,2,3.25,0.88,0.75,1,1.75,1.25,2.25,1,1,1,0.38,0.25,0.5,0.63,0.75,0.5,8,7,4,1,1,0,4,3,1,0,0,0,4,4,3,1,1,0,0,1,4,7,7,8,0,1,3,4,4,4,0,0,1,3,3,4,100,88,50,13,13,0,100,75,25,0,0,0,100,100,75,25,25,0,0,12,50,87,87,100,0,25,75,100,100,100,0,0,25,75,75,100,5,2,1,3,1,0,2,1,1,63,25,13,75,25,0,50,25,25,50,50,50,7,13,25,0,38,25,50,50,50,50,13,25,0,4,2,2,50,50,50,6,3,3,75,75,75,1,0,1,13,0,25,25,25,25,38,25,50,38,50,25,3.13,3.75,2.50,2.38,2.75,2.00,50,50,50,50,25,25,0,0,1.03,1.00,1.06,1.34,1.26,1.43,50,0,0,1,0,2,1,1,0,2,1,2,2,0,2,3,0,2,2,0,0,0,50,50,50,0
Greece National Team,Greece,2024/2025,Greece,8,4,4,0,6,2,4,0,0,0,2,2,0,2.25,1.5,3,2,0,0,5,14,5,9,19,9,10,5,9,4,1,1,8,51,72,40,143,90,360,5,2,3,1,0,1,2,2,0,6,2,4,37,23,14,17,8,9,49,51,47,93,55,38,35,18,17,58,37,21,95,51,44,4,2,2,2,2,0,2,0,2,2,1,1,4,1,3,2,2,0,1.25,1,1.5,2.38,2.25,2.5,1.75,1.25,2.25,0.63,1,0.25,0.75,1,0.5,0.5,0.5,0.5,0.25,0.5,0,8,7,4,0,0,0,4,3,2,0,0,0,4,4,2,0,0,0,0,1,4,8,8,8,0,1,2,4,4,4,0,0,2,4,4,4,100,88,50,0,0,0,100,75,50,0,0,0,100,100,50,0,0,0,0,12,50,100,100,100,0,25,50,100,100,100,0,0,50,100,100,100,4,2,0,3,1,0,1,1,0,50,25,0,75,25,0,25,25,0,75,50,100,-44,63,50,75,13,0,25,25,50,0,75,50,100,6,2,4,75,50,100,6,3,3,75,75,75,0,0,0,0,0,0,25,25,25,50,25,75,25,50,0,4.63,5.75,3.50,2.13,2,2.25,75,63,50,50,38,13,13,13,1.37,1.56,1.19,0.92,0.87,0.98,50,0,1,1,1,5,2,0,1,3,1,0,0,1,0,0,0,1,2,0,0,0,25,50,0,0
Armenia National Team,Armenia,2024/2025,Armenia,8,4,4,0,2,1,1,1,0,1,5,3,2,0.88,0.75,1,2,0,0,35,9,18,-9,27,11,16,4,5,7,11,-3,-6,80,90,72,40,51,33,0,0,0,4,1,3,4,3,1,2,1,1,59,35,24,15,6,9,54,58,50,86,48,38,39,19,20,47,29,18,75,36,39,3,2,1,10,4,6,-7,-2,-5,1,1,0,4,1,3,3,2,1,0.88,1,0.75,3.38,2.75,4,1.13,1,1.25,2.25,1.75,2.75,1.63,1.5,1.75,0.38,0.5,0.25,1.25,1,1.5,8,7,5,3,2,1,4,3,2,1,1,0,4,4,3,2,1,1,0,1,3,5,6,7,0,1,2,3,3,4,0,0,1,2,3,3,100,88,63,38,25,13,100,75,50,25,25,0,100,100,75,50,25,25,0,12,37,62,75,87,0,25,50,75,75,100,0,0,25,50,75,75,5,4,2,3,2,1,2,2,1,63,50,25,75,50,25,50,50,25,25,25,25,5,0,0,0,50,25,75,50,75,25,25,25,25,3,1,2,38,25,50,6,3,3,75,75,75,2,1,1,25,25,25,13,25,0,50,25,75,38,50,25,7.38,8.75,6.00,1.88,1.5,2.25,88,63,63,50,38,25,25,13,1.38,1.48,1.28,1.01,0.71,1.30,125,1,0,0,1,4,0,0,1,2,2,1,2,5,0,1,3,2,2,13,0,25,63,75,50,13
Hungary National Team,Hungary,2024/2025,Hungary,8,4,4,0,1,0,1,3,3,0,4,1,3,0.75,0.75,0.75,3,0,0,38,5,17,-12,22,7,15,2,3,5,12,-3,-9,143,180,120,42,72,30,2,1,1,3,2,1,4,2,2,2,1,1,36,24,12,16,9,7,40,44,36,78,37,41,29,14,15,49,23,26,125,64,61,3,1,2,6,2,4,-3,-1,-2,2,1,1,3,2,1,3,1,2,1.13,1.25,1,2.75,1.75,3.75,0.63,0.5,0.75,2.13,1.25,3,1.13,0.75,1.5,0.38,0.25,0.5,0.75,0.5,1,7,7,4,3,1,0,3,3,1,0,0,0,4,4,3,3,1,0,1,1,4,5,7,8,1,1,3,4,4,4,0,0,1,1,3,4,88,88,50,38,13,0,75,75,25,0,0,0,100,100,75,75,25,0,12,12,50,62,87,100,25,25,75,100,100,100,0,0,25,25,75,100,6,3,0,2,1,0,4,2,0,75,38,0,50,25,0,100,50,0,13,0,25,10,25,25,25,38,50,25,50,50,50,25,25,25,4,3,1,50,75,25,5,3,2,63,75,50,1,0,1,13,0,25,25,25,25,38,50,25,38,25,50,4.50,6.00,3.00,2,2.25,1.75,75,38,38,25,25,25,13,13,1.12,1.13,1.10,1.40,1.04,1.75,63,0,0,1,2,1,0,0,0,1,1,0,2,2,1,1,3,3,4,38,75,0,50,25,75,0
Cyprus National Team,Cyprus,2024/2025,Cyprus,6,3,3,0,2,1,1,0,0,0,4,2,2,1,1,1,3,0,0,37,4,15,-11,19,10,9,2,2,8,7,-6,-5,134,134,134,36,34,39,1,0,1,2,1,1,3,2,1,2,1,1,27,17,10,22,10,12,40,44,36,46,27,19,21,10,11,25,17,8,88,43,45,2,1,1,8,5,3,-6,-4,-2,2,1,1,0,0,0,4,2,2,1,1,1,3.17,3.33,3,0.67,0.67,0.67,2.5,2.67,2.33,1.67,2,1.33,0.33,0.33,0.33,1.33,1.67,1,6,5,5,2,1,0,3,3,3,1,0,0,3,2,2,1,1,0,0,1,1,4,5,6,0,0,0,2,3,3,0,1,1,2,2,3,100,83,83,33,17,0,100,100,100,33,0,0,100,67,67,33,33,0,0,17,17,67,83,100,0,0,0,67,100,100,0,33,33,67,67,100,6,3,1,3,2,1,3,1,0,100,50,17,100,67,33,100,33,0,33,33,33,-4,17,0,33,33,33,33,50,67,33,33,33,33,2,1,1,33,33,33,4,2,2,67,67,67,0,0,0,0,0,0,33,33,33,0,0,0,67,67,67,4.50,5.67,3.33,3.67,3.33,4.00,83,50,50,33,17,0,0,0,1.03,1.13,0.93,1.53,1.53,1.54,83,0,1,0,1,0,1,1,0,0,2,1,3,1,3,2,0,2,1,0,0,0,67,67,67,0
Israel National Team,Israel,2024/2025,Israel,6,3,3,0,1,1,0,1,0,1,4,2,2,0.67,1,0.33,4,0,0,41,5,13,-8,18,9,9,3,2,6,7,-3,-5,108,90,134,41,45,39,2,1,1,4,2,2,1,0,1,1,1,0,11,8,3,8,5,3,34,36,32,27,13,14,12,7,5,15,6,9,61,35,26,2,1,1,5,3,2,-3,-2,-1,0,0,0,3,1,2,3,2,1,0.5,0.33,0.67,3,3,3,0.83,1,0.67,2.17,2,2.33,1.17,1.33,1,0.33,0.33,0.33,0.83,1,0.67,5,4,4,3,2,0,3,2,2,1,1,0,2,2,2,2,1,0,1,2,2,3,4,6,0,1,1,2,2,3,1,1,1,1,2,3,83,67,67,50,33,0,100,67,67,33,33,0,67,67,67,67,33,0,17,33,33,50,67,100,0,33,33,67,67,100,33,33,33,33,67,100,4,2,1,2,1,1,2,1,0,67,33,17,67,33,33,67,33,0,17,33,0,14,33,33,33,67,67,67,17,0,33,17,33,0,2,1,1,33,33,33,4,2,2,67,67,67,2,1,1,33,33,33,0,0,0,50,33,67,50,67,33,1.83,2.67,1.00,1.33,1.67,1.00,83,83,50,33,17,17,17,0,0.56,0.62,0.51,1.90,1.49,2.30,117,0,0,1,1,0,0,1,0,2,1,0,2,1,2,2,1,2,2,17,0,33,67,67,67,0
Italy National Team,Italy,2024/2025,Italy,8,4,4,0,4,1,3,2,1,1,2,2,0,1.75,1,2.5,2,0,0,12,17,13,4,30,16,14,8,9,8,5,0,4,42,45,40,55,45,72,1,0,1,7,4,3,0,0,0,5,3,2,32,20,12,16,8,8,50,51,49,80,44,36,41,22,19,39,22,17,97,55,42,8,5,3,7,3,4,1,2,-1,5,3,2,1,0,1,2,1,1,2,2.25,1.75,3.75,4,3.5,2.13,2,2.25,1.63,2,1.25,1.88,2,1.75,1,1.25,0.75,0.88,0.75,1,8,7,7,5,2,1,4,4,4,3,1,0,4,3,3,2,1,1,0,1,1,3,6,7,0,0,0,1,3,4,0,1,1,2,3,3,100,88,88,63,25,13,100,100,100,75,25,0,100,75,75,50,25,25,0,12,12,37,75,87,0,0,0,25,75,100,0,25,25,50,75,75,8,4,3,4,2,2,4,2,1,100,50,38,100,50,50,100,50,25,50,25,75,-15,13,0,25,88,100,75,0,0,0,63,75,50,4,2,2,50,50,50,1,0,1,13,0,25,3,2,1,38,50,25,63,75,50,13,0,25,25,25,25,4.00,5.00,3.00,2,2,2.00,75,63,50,50,38,38,25,13,1.29,1.41,1.16,1.16,0.98,1.33,88,2,1,2,2,2,2,2,3,1,2,0,1,2,3,0,3,1,1,25,25,25,25,50,0,0
Albania National Team,Albania,2024/2025,Albania,6,3,3,0,2,0,2,1,1,0,3,2,1,1.17,0.33,2,4,0,0,34,4,6,-2,10,4,6,1,3,3,3,-2,0,134,273,90,90,90,90,2,1,1,2,1,1,3,2,1,1,0,1,18,8,10,11,5,6,44,49,39,42,18,24,15,4,11,27,14,13,68,33,35,0,0,0,3,2,1,-3,-2,-1,0,0,0,4,2,2,2,1,1,0.67,0.67,0.67,1.67,1.33,2,0.67,0.33,1,1,1,1,0.5,0.67,0.33,0,0,0,0.5,0.67,0.33,5,3,2,0,0,0,2,1,1,0,0,0,3,2,1,0,0,0,1,3,4,6,6,6,1,2,2,3,3,3,0,1,2,3,3,3,83,50,33,0,0,0,67,33,33,0,0,0,100,67,33,0,0,0,17,50,67,100,100,100,33,67,67,100,100,100,0,33,67,100,100,100,2,1,0,1,1,0,1,0,0,33,17,0,33,33,0,33,0,0,33,0,67,0,33,33,33,33,33,33,50,67,33,17,0,33,4,2,2,67,67,67,6,3,3,100,100,100,0,0,0,0,0,0,0,0,0,67,67,67,33,33,33,3.00,2.67,3.33,1.83,1.67,2.00,83,67,33,17,17,17,17,17,0.85,0.79,0.92,1.35,1.20,1.49,50,0,0,0,0,1,1,1,1,0,3,0,0,0,1,0,1,1,0,17,33,0,50,67,33,0
Belgium National Team,Belgium,2024/2025,Belgium,8,4,4,0,2,2,0,1,0,1,5,2,3,0.88,1.5,0.25,3,0,0,30,10,12,-2,22,11,11,7,3,4,8,3,-5,72,51,120,60,90,45,1,1,0,4,2,2,3,1,2,3,2,1,61,33,28,16,9,7,58,57,60,94,60,34,41,24,17,53,36,17,82,37,45,4,2,2,6,3,3,-2,-1,-1,1,0,1,4,3,1,3,1,2,0.88,0.75,1,2.75,2.75,2.75,1.25,1.75,0.75,1.5,1,2,1.25,1.25,1.25,0.5,0.5,0.5,0.75,0.75,0.75,8,6,5,3,0,0,4,3,3,1,0,0,4,3,2,2,0,0,0,2,3,5,8,8,0,1,1,3,4,4,0,1,2,2,4,4,100,75,63,38,0,0,100,75,75,25,0,0,100,75,50,50,0,0,0,25,37,62,100,100,0,25,25,75,100,100,0,25,50,50,100,100,6,3,1,3,2,0,3,1,1,75,38,13,75,50,0,75,25,25,25,50,0,37,13,25,0,50,50,50,38,25,50,38,50,25,3,1,2,38,25,50,4,2,2,50,50,50,3,2,1,38,50,25,13,0,25,50,75,25,38,25,50,7.63,8.25,7.00,2,2.25,1.75,100,88,63,63,50,38,13,0,1.57,1.90,1.25,1.13,0.90,1.37,75,0,0,1,1,3,1,2,1,1,1,1,2,2,0,1,2,2,1,13,0,25,63,50,75,0
Bulgaria National Team,Bulgaria,2024/2025,Bulgaria,8,4,4,0,2,1,1,3,2,1,3,1,2,1.13,1.25,1,2,0,0,29,5,10,-5,15,6,9,3,2,3,7,0,-5,143,120,180,72,120,51,4,2,2,3,2,1,3,1,2,5,3,2,23,11,12,28,16,12,51,53,50,58,27,31,28,12,16,30,15,15,115,69,46,5,3,2,5,2,3,0,1,-1,4,2,2,2,1,1,2,1,1,1.75,1.75,1.75,1.88,1.5,2.25,0.63,0.75,0.5,1.25,0.75,1.75,1.25,1.25,1.25,0.63,0.75,0.5,0.63,0.5,0.75,6,4,3,1,1,0,3,2,1,0,0,0,3,2,2,1,1,0,2,4,5,7,7,8,1,2,3,4,4,4,1,2,2,3,3,4,75,50,38,13,13,0,75,50,25,0,0,0,75,50,50,25,25,0,25,50,62,87,87,100,25,50,75,100,100,100,25,50,50,75,75,100,6,2,2,3,1,1,3,1,1,75,25,25,75,25,25,75,25,25,25,25,25,30,50,50,50,38,50,25,38,25,50,63,75,50,6,3,3,75,75,75,3,1,2,38,25,50,1,1,0,13,25,0,50,50,50,25,25,25,25,25,25,2.88,2.75,3.00,3.5,4,3.00,63,63,63,38,13,13,0,0,0.98,0.93,1.03,1.11,0.87,1.36,38,1,1,2,1,0,0,0,0,0,0,1,2,1,1,0,2,0,3,38,50,25,38,25,50,0
Kosovo National Team,Kosovo,2024/2025,Kosovo,8,4,4,0,6,3,3,0,0,0,2,1,1,2.25,2.25,2.25,2,0,0,4,15,9,6,24,10,14,6,9,4,5,2,4,48,60,40,80,90,72,3,2,1,3,1,2,2,1,1,5,3,2,35,17,18,24,12,12,51,52,51,104,49,55,46,18,28,58,31,27,95,47,48,8,3,5,3,2,1,5,1,4,5,2,3,1,1,0,1,1,0,2.29,1.75,3,3,2.5,3.5,1.88,1.5,2.25,1.13,1,1.25,1.57,1.25,2,1.14,0.75,1.67,0.43,0.5,0.33,8,7,7,2,0,0,4,3,3,0,0,0,4,4,4,2,0,0,0,1,1,6,8,8,0,1,1,4,4,4,0,0,0,2,4,4,100,88,88,25,0,0,100,75,75,0,0,0,100,100,100,50,0,0,0,12,12,75,100,100,0,25,25,100,100,100,0,0,0,50,100,100,7,3,1,4,1,0,3,2,1,100,43,14,100,25,0,100,67,33,75,75,75,-4,38,50,25,38,25,50,25,25,25,63,75,50,4,2,2,57,50,67,1,1,0,14,25,0,2,1,1,29,25,33,71,50,100,14,25,0,14,25,0,4.38,4.25,4.50,3,3,3.00,88,50,50,38,38,25,0,0,1.58,1.45,1.71,1.08,1.41,0.74,75,2,2,2,1,2,3,1,2,0,1,0,1,1,0,1,0,0,2,0,0,0,25,25,25,0
Estonia National Team,Estonia,2024/2025,Estonia,6,3,3,0,1,1,0,1,0,1,4,2,2,0.67,1,0.33,3,0,0,42,3,9,-6,12,8,4,3,0,5,4,-2,-4,180,90,0,60,54,68,1,0,1,1,1,0,5,2,3,1,1,0,11,3,8,15,6,9,34,33,35,25,17,8,10,7,3,15,10,5,74,44,30,2,2,0,6,3,3,-4,-1,-3,1,1,0,3,1,2,2,1,1,1,1.33,0.67,2,2.67,1.33,0.5,1,0,1.5,1.67,1.33,1.33,1.67,1,0.33,0.67,0,1,1,1,5,3,3,1,0,0,3,2,2,1,0,0,2,1,1,0,0,0,1,3,3,5,6,6,0,1,1,2,3,3,1,2,2,3,3,3,83,50,50,17,0,0,100,67,67,33,0,0,67,33,33,0,0,0,17,50,50,83,100,100,0,33,33,67,100,100,33,67,67,100,100,100,3,3,2,2,2,1,1,1,1,50,50,33,67,67,33,33,33,33,17,33,0,45,17,0,33,17,33,0,83,67,100,17,33,0,3,1,2,50,33,67,5,2,3,83,67,100,1,1,0,17,33,0,17,33,0,50,33,67,33,33,33,1.83,1.00,2.67,2.5,2,3.00,100,100,67,67,67,33,33,17,0.58,0.73,0.42,2.07,1.90,2.24,67,0,0,0,1,1,0,0,1,0,0,0,2,2,2,0,2,1,0,17,0,33,67,67,67,0
Azerbaijan National Team,Azerbaijan,2024/2025,Azerbaijan,6,3,3,0,0,0,0,1,1,0,5,2,3,0.17,0.33,0,4,0,0,52,3,17,-14,20,8,12,2,1,6,11,-4,-10,180,134,273,32,45,25,1,1,0,3,2,1,3,1,2,0,0,0,30,15,15,16,7,9,50,50,50,48,30,18,25,14,11,23,16,7,60,28,32,2,1,1,8,1,7,-6,0,-6,0,0,0,3,3,0,3,0,3,0.5,1,0,3.33,2.67,4,0.5,0.67,0.33,2.83,2,3.67,1.67,0.67,2.67,0.33,0.33,0.33,1.33,0.33,2.33,5,5,4,4,1,1,2,2,2,2,0,0,3,3,2,2,1,1,1,1,2,2,5,5,1,1,1,1,3,3,0,0,1,1,2,2,83,83,67,67,17,17,67,67,67,67,0,0,100,100,67,67,33,33,17,17,33,33,83,83,33,33,33,33,100,100,0,0,33,33,67,67,4,4,2,1,1,0,3,3,2,67,67,33,33,33,0,100,100,67,0,0,0,32,17,33,0,50,67,33,50,33,67,0,0,0,2,2,0,33,67,0,4,2,2,67,67,67,2,1,1,33,33,33,0,0,0,50,100,0,50,0,100,5.00,5.00,5.00,2.67,2.33,3.00,100,100,83,83,50,17,17,0,1.12,1.29,0.95,1.61,1.35,1.87,117,0,0,0,1,1,0,0,0,1,1,1,3,2,1,2,2,4,1,17,33,0,83,67,100,0
Wales National Team,Wales,2024/2025,Wales,6,3,3,0,3,2,1,3,1,2,0,0,0,2,2.33,1.67,1,0,0,19,9,4,5,13,6,7,5,4,1,3,4,1,60,54,68,134,273,90,3,2,1,3,1,2,2,1,1,3,1,2,28,20,8,16,5,11,57,65,48,53,35,18,26,16,10,27,19,8,71,43,28,7,3,4,1,1,0,6,2,4,4,2,2,2,1,1,0,0,0,2.33,2.33,2.33,2.17,2,2.33,1.5,1.67,1.33,0.67,0.33,1,1.33,1.33,1.33,1.17,1,1.33,0.17,0.33,0,4,3,3,2,1,0,2,1,1,1,1,0,2,2,2,1,0,0,2,3,3,4,5,6,1,2,2,2,2,3,1,1,1,2,3,3,67,50,50,33,17,0,67,33,33,33,33,0,67,67,67,33,0,0,33,50,50,67,83,100,33,67,67,67,67,100,33,33,33,67,100,100,4,3,1,2,1,1,2,2,0,67,50,17,67,33,33,67,67,0,50,67,33,31,50,67,33,50,33,67,33,33,33,50,33,67,5,2,3,83,67,100,2,1,1,33,33,33,1,1,0,17,33,0,67,67,67,33,33,33,0,0,0,4.67,6.67,2.67,2.67,1.67,3.67,83,67,67,50,50,17,17,17,1.10,1.43,0.78,1.18,0.69,1.66,83,2,1,1,2,1,0,1,1,0,1,0,0,0,0,0,1,2,0,50,33,67,0,0,0,17
