team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
South Korea National Team,South Korea,2025,South Korea,6,4,2,0,4,3,1,1,0,1,1,1,0,2.17,2.25,2,0,0,0,7,9,7,2,16,10,6,5,4,5,2,0,2,60,72,45,77,72,90,4,3,1,1,0,1,1,1,0,4,3,1,23,19,4,8,8,0,51,54,46,44,31,13,20,13,7,24,18,6,81,63,18,3,1,2,3,2,1,0,-1,1,2,1,1,2,2,0,2,1,1,1.33,1.25,1.5,2.67,2.5,3,1.5,1.25,2,1.17,1.25,1,1,0.75,1.5,0.5,0.25,1,0.5,0.5,0.5,6,5,2,2,1,0,4,3,1,1,1,0,2,2,1,1,0,0,0,1,4,4,5,6,0,1,3,3,3,4,0,0,1,1,2,2,100,83,33,33,17,0,100,75,25,25,25,0,100,100,50,50,0,0,0,17,67,67,83,100,0,25,75,75,75,100,0,0,50,50,100,100,4,2,0,2,1,0,2,1,0,67,33,0,50,25,0,100,50,0,67,75,50,-12,67,75,50,17,0,50,17,25,0,67,75,50,4,3,1,67,75,50,4,3,1,67,75,50,0,0,0,0,0,0,33,25,50,33,50,0,33,25,50,3.83,4.75,2.00,1.33,2,0.00,67,67,33,17,17,17,17,0,0.93,0.98,0.84,1.37,1.15,1.82,50,0,2,0,0,1,1,2,2,1,0,1,1,0,3,0,0,1,1,17,0,50,17,25,0,0
Central African Republic National Team,Central African Republic,2025,Central African Republic,3,2,1,0,1,1,0,2,1,1,0,0,0,1.67,2,1,0,0,0,67,3,2,1,5,3,2,2,1,1,1,1,0,90,90,90,134,180,90,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,1.67,1.5,2,1,1,1,0.67,0.5,1,1,1,0,0.5,0.5,0,0.5,0.5,0,2,2,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,2,3,3,3,1,1,1,2,2,2,0,0,1,1,1,1,67,67,33,0,0,0,50,50,50,0,0,0,100,100,0,0,0,0,33,33,67,100,100,100,50,50,50,100,100,100,0,0,100,100,100,100,1,1,0,1,1,0,0,0,0,50,50,0,50,50,0,0,0,0,33,50,0,13,33,50,0,67,50,100,33,50,0,0,0,0,1,1,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,67,50,100,0,0,0,0
Mauritania National Team,Mauritania,2025,Mauritania,4,0,4,0,0,0,0,2,0,2,2,0,2,0.5,0,0.5,0,0,0,130,2,4,-2,6,0,6,0,2,0,4,0,-2,180,0,180,90,0,90,1,0,1,2,0,2,2,0,2,1,0,1,3,0,3,3,0,3,50,0,50,3,0,3,1,0,1,2,0,2,0,0,0,1,0,1,3,0,3,-2,0,-2,0,0,0,2,0,2,2,0,2,0.5,0,0.5,1.5,0,1.5,0.5,0,0.5,1,0,1,1,0,1,0.25,0,0.25,0.75,0,0.75,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,2,3,4,4,4,0,0,0,0,0,0,1,2,3,4,4,4,75,50,25,0,0,0,0,0,0,0,0,0,75,50,25,0,0,0,25,50,75,100,100,100,0,0,0,0,0,0,25,50,75,100,100,100,3,1,0,0,0,0,3,1,0,75,25,0,0,0,0,75,25,0,0,0,0,0,25,0,25,50,0,50,50,0,50,25,0,25,1,0,1,25,0,25,3,0,3,75,0,75,1,0,1,25,0,25,0,0,0,50,0,50,50,0,50,3.00,0.00,3.00,3,0,3.00,100,100,100,0,0,0,0,0,0.00,0.00,0.39,0.06,0.00,1.06,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,50,0,50,50,0,50,0
Liberia National Team,Liberia,2025,Liberia,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,179,0,2,-2,2,0,2,0,0,0,2,0,-2,0,0,0,45,0,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100,0,100,0
Guinea-Bissau National Team,Guinea-Bissau,2025,Guinea-Bissau,2,1,1,0,1,0,1,0,0,0,1,1,0,1.5,0,3,0,0,0,110,2,1,1,3,1,2,0,2,1,0,-1,2,90,0,45,180,90,0,1,0,1,0,0,0,1,1,0,0,0,0,5,3,2,0,0,0,50,50,50,2,2,0,3,1,2,-1,1,-2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.5,1,2,1,0,2,0.5,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,1,100,50,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,0,50,100,100,100,100,0,100,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,-100,50,0,100,0,0,0,50,100,0,0,0,0,1,1,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,2.50,3.00,2.00,0,0,0.00,50,0,0,0,0,0,0,0,0.36,0.32,0.40,0.65,0.29,1.00,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,100,0,0
Gabon National Team,Gabon,2025,Gabon,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,183,3,6,-3,9,2,7,0,3,2,4,-2,-1,60,0,30,30,45,23,0,0,0,1,0,1,1,1,0,0,0,0,3,3,0,0,0,0,50,50,0,0,0,0,10,10,0,-10,-10,0,0,0,0,1,0,1,2,0,2,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,4.5,2,7,1.5,0,3,3,2,4,3,0,3,1,0,1,2,0,2,2,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,50,50,50,50,100,100,0,0,0,0,100,100,100,100,100,100,0,0,50,50,50,50,0,0,100,100,100,100,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,100,100,100,0,0,0,100,100,100,0,0,0,-34,0,0,0,50,0,100,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,100,0,100,3.00,3.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,1.00,0.00,0.00,0.40,0.00,200,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,100,100,100,0
Saint Martin National Team,Saint Martin,2025,Saint Martin,4,3,1,0,3,2,1,0,0,0,1,1,0,2.25,2,3,0,0,0,24,8,4,4,12,9,3,6,2,3,1,3,1,45,45,45,90,90,90,0,0,0,3,2,1,1,1,0,2,2,0,14,7,7,0,0,0,51,51,50,8,5,3,8,5,3,0,0,0,0,0,0,4,4,0,1,1,0,3,3,0,2,2,0,1,0,1,1,1,0,1.75,2,1,3,3,3,2,2,2,1,1,1,1.25,1.67,0,1,1.33,0,0.25,0.33,0,4,3,3,1,1,0,3,2,2,1,1,0,1,1,1,0,0,0,0,1,1,3,3,4,0,1,1,2,2,3,0,0,0,1,1,1,100,75,75,25,25,0,100,67,67,33,33,0,100,100,100,0,0,0,0,25,25,75,75,100,0,33,33,67,67,100,0,0,0,100,100,100,3,1,1,3,1,1,0,0,0,75,25,25,100,33,33,0,0,0,75,67,100,0,0,0,0,75,67,100,25,33,0,50,67,0,3,2,1,75,67,100,2,1,1,50,33,100,0,0,0,0,0,0,50,67,0,25,0,100,25,33,0,4.67,3.50,7.00,0,0,0.00,67,67,0,0,0,0,0,0,0.63,0.70,0.47,0.36,0.47,0.16,100,0,1,2,1,0,1,0,1,2,0,0,1,0,1,1,1,0,0,0,0,0,25,33,0,0
Uganda National Team,Uganda,2025,Uganda,5,2,3,0,2,2,0,0,0,0,3,0,3,1.2,3,0,0,0,0,58,4,10,-6,14,6,8,4,0,2,8,2,-8,113,45,0,45,90,34,0,0,0,2,2,0,3,0,3,2,2,0,0,0,0,2,0,2,22,50,12,4,2,2,3,2,1,1,0,1,10,0,10,1,1,0,4,0,4,-3,1,-4,1,1,0,1,1,0,3,0,3,0.8,2,0,2.8,3,2.67,0.8,2,0,2,1,2.67,1,0.5,1.33,0.2,0.5,0,0.8,0,1.33,5,4,4,1,0,0,2,2,2,0,0,0,3,2,2,1,0,0,0,1,1,4,5,5,0,0,0,2,2,2,0,1,1,2,3,3,100,80,80,20,0,0,100,100,100,0,0,0,100,67,67,33,0,0,0,20,20,80,100,100,0,0,0,100,100,100,0,33,33,67,100,100,4,1,0,1,0,0,3,1,0,80,20,0,50,0,0,100,33,0,40,100,0,100,0,0,0,40,100,0,60,0,100,40,100,0,2,2,0,40,100,0,4,1,3,80,50,100,0,0,0,0,0,0,20,50,0,20,50,0,60,0,100,0.00,0.00,0.00,2,0,2.00,0,0,0,0,0,0,0,0,0.00,0.00,0.24,1.69,0.00,2.69,40,0,0,1,0,1,0,2,0,0,1,1,0,2,1,0,2,1,2,0,0,0,60,0,100,0
Bangladesh National Team,Bangladesh,2025,Bangladesh,2,2,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,78,4,2,2,6,6,0,4,0,2,0,2,0,45,45,0,90,90,0,1,1,0,1,1,0,0,0,0,1,1,0,7,7,0,0,0,0,50,50,0,9,9,0,11,11,0,-2,-2,0,20,20,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1.5,1.5,0,3,3,0,2,2,0,1,1,0,1,1,0,0.5,0.5,0,0.5,0.5,0,2,2,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,2,2,0,0,0,0,0,0,100,100,50,50,0,0,100,100,50,50,0,0,0,0,0,0,0,0,0,0,50,50,100,100,0,0,50,50,100,100,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,100,0,0,100,0,0,0,0,0,50,50,0,0,50,50,0,50,50,0,0,0,0,50,50,0,1,1,0,50,50,0,1,1,0,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,50,50,0,3.50,3.50,0.00,0,0,0.00,50,50,0,0,0,0,0,0,0.62,1.12,0.00,0.24,0.74,0.00,100,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,50,50,0,0,0,0,0
Ecuador National Team,Ecuador,2025,Ecuador,4,1,3,0,1,1,0,3,0,3,0,0,0,1.5,3,1,0,0,0,49,4,2,2,6,2,4,2,2,0,2,2,0,90,45,134,180,0,134,2,1,1,2,0,2,1,0,1,2,1,1,19,8,11,10,1,9,57,73,52,43,24,19,17,8,9,26,16,10,54,7,47,2,0,2,1,0,1,1,0,1,1,0,1,3,1,2,0,0,0,1.5,1,1.67,1.5,2,1.33,1,2,0.67,0.5,0,0.67,0.75,0,1,0.5,0,0.67,0.25,0,0.33,3,3,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,4,4,4,4,0,0,1,1,1,1,1,1,3,3,3,3,75,75,0,0,0,0,100,100,0,0,0,0,67,67,0,0,0,0,25,25,100,100,100,100,0,0,100,100,100,100,33,33,100,100,100,100,2,1,0,0,0,0,2,1,0,50,25,0,0,0,0,67,33,0,25,100,0,100,50,100,33,50,0,67,25,0,33,50,100,33,3,1,2,75,100,67,2,1,1,50,100,33,1,0,1,25,0,33,25,0,33,75,100,67,0,0,0,4.75,8.00,3.67,2.5,1,3.00,75,75,75,75,50,25,0,0,1.36,2.87,0.86,1.07,1.03,1.09,25,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,75,0,100,0,0,0,0
Colombia National Team,Colombia,2025,Colombia,4,2,2,0,3,2,1,1,0,1,0,0,0,2.5,3,2,0,0,0,13,9,1,8,10,6,4,5,4,1,0,4,4,40,36,45,360,180,0,3,1,2,1,1,0,1,0,1,3,2,1,15,11,4,3,2,1,58,65,51,51,38,13,21,16,5,30,22,8,67,30,37,2,1,1,0,0,0,2,1,1,2,1,1,2,1,1,0,0,0,2,2,2,2.5,3,2,2.25,2.5,2,0.25,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,3,3,3,1,0,0,2,2,2,0,0,0,1,1,1,1,0,0,1,1,1,3,4,4,0,0,0,2,2,2,1,1,1,1,2,2,75,75,75,25,0,0,100,100,100,0,0,0,50,50,50,50,0,0,25,25,25,75,100,100,0,0,0,100,100,100,50,50,50,50,100,100,2,0,0,1,0,0,1,0,0,50,0,0,50,0,0,50,0,0,75,100,50,-45,75,50,100,25,50,0,25,0,50,75,100,50,4,2,2,100,100,100,2,1,1,50,50,50,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,3.75,5.50,2.00,0.75,1,0.50,25,25,25,25,25,25,25,25,1.45,2.15,0.76,0.77,0.65,0.89,75,1,1,0,0,0,1,1,1,4,0,0,0,0,0,0,0,1,0,25,0,50,0,0,0,0
Paraguay National Team,Paraguay,2025,Paraguay,4,0,4,0,1,0,1,1,0,1,2,0,2,1,0,1,0,0,0,72,5,7,-2,12,0,12,0,5,0,7,0,-2,72,0,72,51,0,51,0,0,0,3,0,3,1,0,1,2,0,2,13,0,13,9,0,9,41,0,41,39,0,39,13,0,13,26,0,26,48,0,48,2,0,2,3,0,3,-1,0,-1,0,0,0,3,0,3,1,0,1,0.75,0,0.75,3,0,3,1.25,0,1.25,1.75,0,1.75,1.25,0,1.25,0.5,0,0.5,0.75,0,0.75,4,4,3,1,0,0,0,0,0,0,0,0,4,4,3,1,0,0,0,0,1,3,4,4,0,0,0,0,0,0,0,0,1,3,4,4,100,100,75,25,0,0,0,0,0,0,0,0,100,100,75,25,0,0,0,0,25,75,100,100,0,0,0,0,0,0,0,0,25,75,100,100,3,2,0,0,0,0,3,2,0,75,50,0,0,0,0,75,50,0,25,0,25,0,0,0,0,75,0,75,25,0,25,50,0,50,1,0,1,25,0,25,2,0,2,50,0,50,2,0,2,50,0,50,0,0,0,75,0,75,25,0,25,3.25,0.00,3.25,2.25,0,2.25,50,25,25,25,25,25,25,0,0.76,0.00,1.01,0.99,0.00,1.24,75,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,2,1,25,0,25,50,0,50,0
Étoile du Congo,Étoile du Congo,2025,Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYR Macedonia National Team,FYR Macedonia,2025,FYR Macedonia,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,154,1,2,-1,3,0,3,0,1,0,2,0,-1,180,0,90,90,0,45,1,1,0,1,0,1,1,1,0,1,0,1,9,2,7,3,2,1,42,50,34,17,12,5,9,7,2,8,5,3,24,9,15,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1.5,0,3,0.5,0,1,1,0,2,1,0,2,0.5,0,1,0.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,50,50,50,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,50,50,50,100,100,100,100,100,100,100,100,100,0,0,0,100,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,0,50,100,0,50,0,100,50,100,0,50,0,100,1,1,0,50,100,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,100,100,100,0,0,0,4.50,2.00,7.00,1.5,2,1.00,100,50,50,50,50,50,0,0,1.31,1.89,0.71,1.35,1.25,1.45,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50,100,0,50,0,100,0
Bahrain National Team,Bahrain,2025,Bahrain,4,1,3,0,0,0,0,1,0,1,3,1,2,0.25,0,0.33,0,0,0,148,3,6,-3,9,3,6,1,2,2,4,-1,-2,120,90,134,60,45,68,0,0,0,2,1,1,2,0,2,1,1,0,15,6,9,4,0,4,64,60,67,20,14,6,6,5,1,14,9,5,25,0,25,1,1,0,3,1,2,-2,0,-2,0,0,0,2,1,1,2,0,2,0.5,1,0.33,2.25,3,2,0.75,1,0.67,1.5,2,1.33,1,2,0.67,0.25,1,0,0.75,1,0.67,4,2,2,1,0,0,1,1,1,0,0,0,3,1,1,1,0,0,0,2,2,3,4,4,0,0,0,1,1,1,0,2,2,2,3,3,100,50,50,25,0,0,100,100,100,0,0,0,100,33,33,33,0,0,0,50,50,75,100,100,0,0,0,100,100,100,0,67,67,67,100,100,3,1,0,1,1,0,2,0,0,75,25,0,100,100,0,67,0,0,0,0,0,0,0,0,0,50,100,33,50,0,67,25,100,0,1,0,1,25,0,33,3,0,3,75,0,100,1,1,0,25,100,0,0,0,0,50,100,33,50,0,67,3.75,6.00,3.00,2,0,2.00,75,50,25,25,25,25,25,25,0.75,1.58,0.34,1.62,0.88,1.99,75,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,2,25,0,33,75,100,67,25
Qatar National Team,Qatar,2025,Qatar,5,5,0,0,0,0,0,1,1,0,4,4,0,0.2,0.2,0,0,0,0,144,4,10,-6,14,14,0,4,0,10,0,-6,0,113,113,0,45,45,0,0,0,0,3,3,0,2,2,0,2,2,0,21,21,0,0,0,0,72,72,0,22,22,0,7,7,0,15,15,0,57,57,0,2,2,0,6,6,0,-4,-4,0,1,1,0,1,1,0,3,3,0,0.8,0.8,0,2.8,2.8,0,0.8,0.8,0,2,2,0,1.6,1.6,0,0.4,0.4,0,1.2,1.2,0,5,3,3,2,1,0,5,3,3,2,1,0,0,0,0,0,0,0,0,2,2,3,4,5,0,2,2,3,4,5,0,0,0,0,0,0,100,60,60,40,20,0,100,60,60,40,20,0,0,0,0,0,0,0,0,40,40,60,80,100,0,40,40,60,80,100,0,0,0,0,0,0,5,2,1,5,2,1,0,0,0,100,40,20,100,40,20,0,0,0,0,0,0,0,0,0,0,60,60,0,40,40,0,40,40,0,1,1,0,20,20,0,3,3,0,60,60,0,1,1,0,20,20,0,20,20,0,20,20,0,60,60,0,4.20,4.20,0.00,0,0,0.00,40,40,40,20,20,20,0,0,0.37,0.87,0.00,1.07,1.57,0.00,100,1,1,0,0,0,0,1,0,1,2,0,1,2,1,0,3,1,0,20,20,0,80,80,0,0
Guinea National Team,Guinea,2025,Guinea,4,2,2,0,1,1,0,3,1,2,0,0,0,1.5,2,1,0,0,0,57,4,2,2,6,4,2,3,1,1,1,2,0,90,60,180,180,180,180,2,1,1,2,1,1,1,0,1,1,1,0,4,0,4,0,0,0,51,0,51,10,0,10,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1.5,2,1,1,1.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,4,4,4,4,0,0,2,2,2,2,1,1,2,2,2,2,75,75,0,0,0,0,100,100,0,0,0,0,50,50,0,0,0,0,25,25,100,100,100,100,0,0,100,100,100,100,50,50,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,0,0,50,50,50,50,50,50,25,0,50,25,50,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,2.00,0.00,2.00,0,0,0.00,0,0,0,0,0,0,0,0,0.28,0.00,0.78,0.11,0.00,0.61,50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,75,50,100,0,0,0,0
